ID,CU,G,ED,EC,E,M1,M2,M3,M4,M5,M6,D1,D2,D3,D4,D5,D6,P1,P2,P3,P4,P5,P6,SP
188,20000,F,3,Soltero,47,2,2,2,2,2,2,19943.6,20294.7,19393.6,19618.6,20016.2,18991.5,821.4,700,680,713.4,0,683.6,Si
189,13000,F,2,Casado,34,1,-1,0,0,0,0,0,539.6,1027,1357.6,1386.4,1463.6,539.6,500,350,50.1,100,200,No
190,2000,F,2,Soltero,31,1,5,4,4,3,2,2170.3,2108.7,2146.1,2083.5,2021.9,2048.7,0,100,0,0,76,0,No
191,31000,M,1,Soltero,32,0,0,0,0,0,0,5990.1,6214.7,6210.2,6587.5,6038.7,4332.8,1002,603.1,1005.7,502.8,506,422.3,No
192,6000,F,1,Soltero,27,2,0,0,0,2,0,1962.5,2034.7,2166.9,2300.5,2249.9,2287.3,134.2,166.4,200,0,90,84.6,Si
193,18000,F,1,Soltero,29,-1,-1,-1,-2,-1,0,1138.6,19.9,0,0,1722.7,1704.2,19.9,0,0,1722.7,34.1,511.4,No
194,18000,F,1,Soltero,24,-1,-1,2,0,0,-2,1467,2208.7,2128.2,1020,0,0,3786.7,0,20,0,0,0,No
195,5000,M,2,Casado,36,0,0,0,0,-1,-1,4779,1811.4,1825,-1.4,7.2,65.8,200,100,200,50,100,2001.1,No
196,5000,F,1,Soltero,24,1,2,2,2,2,2,3616.6,3718.8,3768,3846.2,3922.8,4003.5,190,140,170,153.2,160,0,Si
197,15000,F,2,Casado,34,-2,-2,-2,-2,-2,-2,0,0,0,11.6,0,150,0,0,11.6,0,150,0,No
198,2000,F,1,Soltero,22,0,0,0,0,-1,0,1855.3,1944.6,1906.5,833.2,1886.8,1924.7,150,103.2,54.1,2000,69.3,100,No
199,50000,F,1,Casado,34,-2,-2,-2,-1,-1,-1,41.2,13.8,229.9,125.1,120.6,115.1,13.8,229.9,125.1,120.6,115.1,1581.6,No
200,3000,F,3,Soltero,22,1,2,2,0,0,0,2901,2925.6,2812.2,2983.6,163,0,100,8.5,171.4,10.4,0,0,Si
201,18000,F,1,Casado,38,-2,-2,-2,-2,-2,-2,75,0,0,0,0,0,0,0,0,0,0,0,No
202,14000,M,1,Soltero,31,0,0,2,0,0,2,2712.3,2729.9,1798.5,2022.5,2740.7,1083.3,2500,0,300,780,0,250,No
203,14000,F,1,Soltero,26,-1,0,-1,-1,-1,-1,1342.4,1800,1300.1,581.8,1350.6,48.7,1000,1300.1,584.1,1350.6,48.7,700.4,No
204,12000,M,2,Soltero,26,0,0,0,0,0,0,10731.4,11057.8,11373.6,11600,11913.1,12213.5,500,500,415.2,500,500,500,No
205,36000,F,2,Casado,48,0,0,0,0,0,0,22643,23187.8,23419.2,19021.1,17355.7,14651.1,910,730,580,560,560,410,No
206,2000,M,3,Casado,43,-1,-1,0,0,0,0,22.7,2035.1,2023.7,1933.9,1945,1933.7,2235.9,130.5,125.8,145.9,345.7,170,No
207,10000,M,1,Casado,47,-1,-1,-1,-1,-1,-1,39,147.3,39,39,39,0,147.3,39,39,39,0,238,No
208,21000,F,2,Casado,41,-1,-1,-1,-1,-1,-1,308.8,158.6,34.3,376.3,87.7,0,158.6,34.3,376.3,87.7,0,41.9,Si
209,8000,F,2,Soltero,24,0,0,0,0,0,0,8162.5,8155.4,7959.9,4955.2,4950.9,4956.8,320,300,203.8,200,180,180,Si
210,33000,F,1,Casado,50,-1,-1,-1,-1,-2,-2,887.2,433.7,285.4,169,0,170.9,434.5,285.4,170.2,0,170.9,25.8,No
211,22000,M,1,Soltero,24,0,0,0,-1,-1,-1,10560.7,10891.7,11152,830.3,0,8563.2,500,505,830.3,0,8563.2,0,No
212,21000,F,1,Casado,38,1,-2,-1,0,-1,-1,0,0,25,12.3,78.9,122.2,0,25,0,78.9,122.2,961.6,Si
213,4000,F,3,Casado,43,0,0,0,0,0,0,3825.7,3890.1,3810.3,3620.7,3313.8,3133.9,170,150.4,120,150,150,100,No
214,3000,M,2,Soltero,39,0,0,0,2,0,0,2834.7,2810.8,1838.8,1299.2,773.6,803.2,303.6,230.9,0,100,200,14.8,No
215,47000,M,2,Soltero,27,2,2,2,2,0,0,29657.3,30332,30784.3,47997.8,30514.5,30995.9,1300,1100.1,0,1048.4,1083.8,1036.7,No
216,3000,M,3,Casado,42,-1,-1,-1,-1,-1,2,39,39,39,24,132,78,39,39,24,147,0,0,No
217,24000,F,2,Casado,36,1,-2,-2,-2,-2,-2,-94.6,-94.6,-94.6,-94.6,-94.6,-94.6,0,0,0,0,0,0,Si
218,8000,M,2,Soltero,36,2,0,0,0,0,0,7927.8,7850.1,7853.4,8001.6,7623.5,7824.5,310,350,340,300,350,300,No
219,11000,F,3,,31,0,0,0,0,0,0,8998.9,8422.9,7928.8,7331.5,6381.8,6320.8,400,500,300,300,300,895.4,No
220,31000,F,1,Soltero,38,-1,-1,-1,-1,-2,-2,142.4,454.2,12.6,0,0,0,454.2,12.6,0,0,0,0,No
221,36000,F,1,Casado,40,2,2,2,0,0,0,10516.7,11546.8,11215.7,11469,11784.5,12023.8,1200,0,590,500,450,470,Si
222,33000,F,3,Soltero,45,0,0,0,0,0,0,33519.6,33495.4,33552.7,33386,33576,33012.1,1238.8,1237.8,1211.6,1245,1221.3,1167.8,No
223,30000,F,2,Soltero,35,0,0,0,0,0,0,29161.9,29726.8,20562.9,21582.7,20846.4,21250.8,1201.9,900.6,1700,1200,955.7,1500,No
224,32000,F,2,Soltero,33,0,0,0,0,0,0,9165.3,9403.7,10859.7,6591.3,4380.5,3326.3,1004.2,1883.2,211.7,207.6,504.5,375.4,No
225,5000,F,3,Soltero,37,1,3,2,0,0,0,5262.6,5153.7,4920.5,3039.4,3024.9,2995.7,0,2.4,150,100,120.1,3059.2,Si
226,17000,F,1,Soltero,28,0,0,0,0,0,0,13037,13119.9,12890,12551.4,12728,12883.9,653,486,2250,482,487.7,496.2,No
227,35000,M,3,Casado,44,-1,-1,-1,-1,-1,-2,326.5,268.6,186.4,56.9,0,0,268.6,186.4,56.9,0,0,0,No
228,2000,M,2,Casado,37,0,0,0,0,0,0,1645.5,1651.1,1890.2,1876.8,1865,1917.5,160.9,300,66.3,67.6,83.4,78.2,No
229,5000,M,2,Soltero,23,2,0,0,0,0,0,4975.8,4845.6,4411.6,2124.7,2006.6,1885.8,240.1,225.4,200.4,70.4,70.7,100.4,Si
230,2000,F,3,Soltero,24,1,2,0,0,0,0,1915.4,1816.5,1723.3,763,173,0,0,133.3,50,10,0,320,No
231,5000,F,1,Soltero,24,0,0,0,0,0,0,3508.4,3579.6,3093.7,1942,1038.5,130.8,209,200.2,100.2,23.8,101.1,38.9,No
232,2000,M,2,Soltero,23,1,2,0,0,2,0,2023.5,1713.2,1685.6,1687.5,1345.4,1010.4,0,120,100,0,100,1000,Si
233,5000,M,2,Casado,26,0,0,-2,-1,-1,0,10280,0,0,262.4,4556.7,4655.7,0,0,262.4,4556.7,174.7,200,No
234,19000,M,2,Soltero,34,2,0,0,0,2,2,12980.1,13138.3,13437.9,14232.3,14012,15005.2,500,500,1000,0,1211.8,276.9,Si
235,6000,F,2,Casado,33,0,0,0,0,0,0,5820.3,3636.7,2093.4,2069.4,2017.5,1942.1,150.6,129.8,100,72.1,81.1,59.9,No
236,8000,O,1,Soltero,35,-1,-1,-1,-1,-1,-1,798.8,397.7,684.8,171.9,137.8,1994.2,398.3,685.3,171.9,137.8,1994.2,241.8,No
237,15000,F,2,Soltero,27,0,0,0,0,0,0,12740.2,11005,5154.7,4438.4,3690,2949.7,450,174.5,156.6,120.8,107.7,252.9,No
238,21000,F,1,Soltero,31,-2,-2,-2,-2,-1,-1,144,0,742.2,89.3,608.2,229.3,0,742.2,89.3,608.2,229.3,329.9,No
239,24000,F,3,Casado,50,0,0,0,0,0,0,23420.5,23166.9,21464.2,20764.2,21037.5,21469.4,1011.6,915,800.8,800,800.9,771.4,Si
240,14000,F,2,Otros,41,0,0,0,0,0,0,1934.6,2170.8,2294,1906.8,1640.9,1638.3,300,200,219.8,100,300,239.9,Si
241,6000,F,1,Soltero,28,1,2,2,-2,-2,-1,2150.1,2065,0,0,0,228.5,0,0,0,0,228.5,0,No
242,5000,M,1,Soltero,39,0,0,0,0,0,0,4717.4,4797.4,4863,5080.3,3078.9,1587.4,180,200,300,200,200,200,No
243,5000,F,2,Soltero,27,0,0,0,0,0,0,2665.5,2772.4,2867.6,2799,2879,2939.9,180,175,90,120,120,110,No
244,18000,F,1,Soltero,32,-1,-1,2,2,-1,-1,313.9,585.3,282.1,0,282.1,0,282.1,0,0,282.1,0,17.6,No
245,3000,F,1,Soltero,40,-1,-1,2,2,2,2,14.2,21.5,13.9,1.9,1.9,7.9,35.5,12,0,0,6,6,No
246,2000,F,2,Soltero,40,0,0,0,0,0,-2,1981.6,2039.6,2010.2,1957.5,0,0,160.1,220.3,211.4,0,0,0,No
247,25000,F,2,Casado,75,0,-1,-1,-1,-1,-1,5287.4,163.1,153.6,101,557.2,79.4,163.1,153.6,101,557.2,79.4,118.4,No
248,10000,F,2,Soltero,27,0,0,0,0,0,0,3776.7,3445.7,3003.6,3033.7,3099.7,3290.4,178.8,179.9,110,115,242.3,0,No
249,33000,M,1,Soltero,25,0,0,0,0,2,0,4614,4578.1,4813.9,5113.7,3945,2535.8,250.4,400.7,505.6,7.4,102.3,256.6,No
250,5000,M,3,Casado,46,0,0,0,0,0,0,3571.3,1539.2,1609.9,1641.8,1676.5,1748.4,156.1,126.8,58.7,61.1,100,200,No
251,5000,F,2,Soltero,26,1,2,2,0,0,0,5086.7,5148.6,4886.9,3011.5,2952.7,2999.8,171,13.6,120.6,200.2,200.5,300.3,No
252,3000,M,2,Soltero,28,0,0,0,0,0,0,2924.2,2950.7,2915.5,2525.5,2200.1,0,500.6,124.4,85.1,95.5,0,0,No
253,14000,F,2,Soltero,26,0,0,0,0,0,0,10155.1,10524.6,10478.1,10533.4,10769.9,10682.8,536.6,508.7,360.5,389.4,378.5,330.4,Si
254,16000,O,1,Soltero,28,0,0,0,0,-1,0,7024.3,4777.9,2805.2,722.2,9966.9,8442.6,704.2,200,100,9966.9,1260,1000,No
255,40000,F,2,Soltero,29,-1,0,-1,-1,-1,-1,1953.2,371.9,145.3,494.4,189.6,248.6,312.7,146.9,496.8,190.5,249.4,86.2,No
256,5000,M,2,Casado,25,0,0,0,0,0,0,2769.9,2851.3,2934.1,2992.8,2953.3,2853.8,156.5,139.3,98,99.4,102.4,88.6,No
257,14000,F,2,Casado,48,0,-1,-1,-1,-1,-1,115.4,123.3,86.2,135.5,113,2136.1,123.3,107.5,135.5,113,2136.1,134.7,No
258,16000,F,2,Casado,33,-1,-1,-1,-1,0,-1,801.5,245.3,962.4,5257.2,733.3,221,245.3,988,5257.2,154.6,221,0,No
259,10000,F,3,Casado,43,0,0,-2,-2,-2,-2,6217,0,0,0,0,0,0,0,0,0,0,0,No
260,22000,M,1,Casado,48,2,0,0,0,0,0,21038,21352.2,20185.2,16911.5,17216.9,16240.2,1000,902,600,550,600,550,Si
261,51000,F,1,Soltero,29,0,0,0,0,0,0,7833.1,9941.4,10768.6,10377.6,8726.5,3673.9,4001,2009.4,500,500.1,2536.5,6500,No
262,5000,M,2,Soltero,29,0,0,0,0,0,0,4927.6,3510,3256.3,2782.3,2913,2830.9,160.2,140,300,313,106.2,631.8,No
263,16000,F,1,Casado,38,-1,-1,-1,-1,2,-1,447.3,466.4,596.9,1894.1,1657.8,1265.2,466.4,596.9,1894.1,0,1265.2,191.6,No
264,23000,F,1,Soltero,37,-2,-2,-2,-2,-2,-2,228.3,5081.5,0,0,29.9,33.8,5131.5,0,0,29.9,33.8,0,No
265,8000,F,1,Soltero,37,-1,-1,-1,-1,-1,-1,1011.5,24.9,598.6,18.8,164.4,1687.2,25.8,599.5,18.8,164.4,1687.2,400,No
266,15000,F,2,Casado,25,-1,-1,-2,-1,-1,-1,615.6,0,0,31.6,31.6,31.6,0,0,31.6,31.6,31.6,31.6,No
267,1000,M,3,Soltero,23,0,0,0,0,0,2,697.4,783.8,900.2,918.2,972.9,941.1,113.4,129.8,47.8,84.7,0,17.5,No
268,13000,F,3,Soltero,49,0,0,0,0,0,0,8900.3,9136.2,7219.7,4965.4,2806.5,2750,410,309.5,163,56.1,60,0,Si
269,4000,F,1,Soltero,48,0,0,0,0,0,0,3487.1,3444.9,3363.4,3458.6,3476.2,3567.3,160,160,150,150,150,150,No
270,5000,M,2,Soltero,27,3,2,2,0,0,-1,1369.4,1488,1424.2,1396.8,1431.9,261.4,170,0,42.6,50.1,261.4,139,Si
271,10000,M,3,Soltero,32,0,0,0,0,0,0,7000.3,3154.5,2097.4,1971.3,1984.8,1812.6,203.5,200.4,61.6,200.7,100.9,201.5,No
272,12000,M,1,Casado,34,-1,2,-1,0,0,0,108.2,63.2,135,90,45,0,0,135,0,0,0,45,No
273,26000,F,1,Soltero,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
274,20000,F,2,Soltero,33,0,0,0,0,0,0,1125.3,1285.2,1402.4,1451.2,1632.5,1190.5,200,132.2,200,200,120,300,No
275,36000,F,2,Soltero,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
276,7000,F,2,Soltero,36,0,0,0,0,0,0,6869.9,6912,6837.6,3016.3,1431,1508.5,448.3,1249.6,326.8,300,300,200,No
277,46000,M,1,Casado,40,2,-1,-1,-1,-1,-1,17.1,271.5,-1.3,264.1,-1,2253.5,272.8,0,265.4,0,2254.5,0,Si
278,5000,F,1,Soltero,26,-1,-1,-1,-1,-1,-1,115.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,No
279,5000,M,3,Casado,33,0,0,0,0,0,0,5085.9,5046.2,5065.4,2004.6,2006.7,1970.3,200.7,219.9,69.1,70.7,70.3,69.7,No
280,25000,O,2,Casado,31,0,0,0,0,0,0,10310.9,10259.4,9710.9,9902.9,10087.1,10129.9,400,450,500,400,500,440,No
281,3000,F,1,Soltero,27,0,0,-1,0,0,-2,151.2,245.8,66.4,181.4,0,0,100,66.4,150,0,0,0,No
282,27000,M,2,Casado,44,0,0,0,0,-1,-1,12754.3,10918.9,9263,6966.9,4414.9,4341.4,1006.3,516.2,1015,4429.9,4350.9,3103.1,No
283,18000,F,3,Soltero,30,0,0,0,0,0,0,16393.5,15315.2,14703.2,12219.6,10369.2,7020.4,772.2,609.1,356.3,360.5,300,321.1,No
284,10000,F,1,Soltero,28,0,0,0,0,0,0,5349.4,5265.6,5260,5233.6,5583.1,5626.5,417.3,300,202.5,500,300,300,No
285,23000,F,3,Casado,32,0,0,0,0,0,0,19512.6,8874.3,9219.5,9481.4,9818.2,9845.7,500,500,500,500,400,500,No
286,21000,F,1,Casado,46,-1,-1,-1,-1,-1,-1,11034.6,4198.6,2187.4,2007.6,1617.1,58.6,4198.6,2187.4,2007.6,1617.1,58.6,1977.7,No
287,21000,M,1,Soltero,38,2,0,0,0,0,0,6050.2,6280.4,6276.9,6268.3,6366.3,4654.9,327.6,202.6,200,200,200,250.2,No
288,44000,F,2,Casado,46,0,0,0,0,0,0,18064.1,18155.7,14994.4,11313.5,10528,9762.2,861,690.7,372.7,380,400.1,270.1,No
289,10000,F,2,Soltero,25,2,0,0,0,0,0,7089.6,7167.8,7012.5,6985.6,6971.8,5136.5,347.2,209.2,200,212.7,196,155.9,Si
290,24000,F,2,Casado,46,0,0,0,0,0,0,875.1,990,1060.5,1076.5,1176.5,431.1,129.5,100,100,100,100,100,No
291,28000,M,1,Soltero,33,-1,-1,-1,-1,-1,-1,89.8,89.8,32.5,89.8,32.5,-33960.3,89.8,32.5,89.8,32.5,0,34529.3,Si
292,5000,F,2,Soltero,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
293,3000,M,2,Casado,43,3,2,2,2,2,2,170,261,191.4,218.2,200,256.6,110,0,30,0,60,0,No
294,1000,M,2,Soltero,27,0,0,2,0,0,0,701.5,1022.7,956,990.1,996.3,1018.2,350.7,0,50,37,39.3,70,Si
295,13000,M,1,Soltero,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,150,No
296,20000,M,1,Soltero,31,0,0,0,0,0,0,19435.3,19734.4,18629.2,13334.5,13363.4,13399,900,746.5,471.5,480.4,514.1,530,No
297,12000,F,2,Casado,29,-1,-1,-1,-1,-1,-1,168.6,65.7,217.9,142.3,0,182,65.7,231.9,142.3,0,182,249.6,No
298,21000,F,2,Casado,36,0,0,0,0,0,0,14322.5,14299.6,14441.5,14819,14799.3,13162.9,648.3,508.2,600,590,454.4,470,No
299,28000,F,1,Casado,36,0,0,0,0,0,0,5898.3,6078.8,6322.5,2970.1,3017.2,3077.1,275.5,346.3,130,110,110,200,No
300,30000,M,1,Soltero,34,1,-2,-1,0,-1,-1,0,0,1300.1,1260.1,1959.5,20.3,0,1300.1,0,1959.5,20.3,0,Si
301,10000,M,2,Soltero,37,0,0,0,0,0,0,9920.9,9822.2,6718.5,6692.6,6679.6,6451.3,349,233.2,231.4,236.5,249.7,230.5,No
302,44000,F,1,Soltero,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,16200,0,No
303,5000,F,3,Casado,40,0,0,0,0,0,0,4994.1,5121.3,1210.4,1289.8,1368.7,1445.8,240,120.6,100,100,100,100,No
304,2000,F,1,Soltero,25,0,0,2,0,0,0,1196.8,1456.4,2782,1582.4,1576.1,1251,280,0,400,170,100,200,Si
305,20000,F,1,Soltero,27,-1,-1,-1,0,0,0,87.1,66.5,96,424.2,408.4,741.4,66.5,96,390.8,101.4,350,288,No
306,11000,F,2,Soltero,26,-2,-2,-2,-2,-2,-2,43.2,322,570.4,125.6,184.8,40,322,590.4,0,300,0,0,No
307,50000,F,2,Casado,36,-1,-1,-1,-1,-1,-1,1048.3,2395.6,0,850,459,0,2396.2,0,850,459,0,0,No
308,30000,F,2,Casado,27,1,-1,-1,-2,-2,-2,0,521.5,0,0,0,0,521.5,0,0,0,0,0,No
309,3000,M,3,Casado,55,2,2,2,3,3,4,972,1061.3,1133.9,1284.1,1383.6,1451.4,120,120,200,150,150,150,Si
310,6000,F,1,Soltero,27,-1,-1,-1,-1,-1,-1,2084.7,1380.1,1436.6,488.9,27.3,1173.6,1380.9,1458.3,488.9,27.3,1355.7,0,No
311,40000,O,2,Casado,38,-1,0,-1,-1,0,-1,369.7,360,135.4,532.2,510.3,207.7,100,135.4,532.2,0.6,238.6,908.5,No
312,18000,F,2,Casado,34,0,0,0,0,0,0,14330.1,14633.3,14704.2,12781.4,13033.1,13284.5,700,500,500,490,500,510,No
313,2000,M,1,Soltero,40,0,0,0,2,0,0,1093.4,1373.8,1656.7,1041.1,1305.7,1434,300,310,0,300,150,0,No
314,20000,F,3,Casado,49,-1,2,2,2,0,0,5243.9,5104,5620.5,5472.3,5865.7,5998.3,0,600,0,500,228.6,300,Si
315,10000,M,1,Soltero,27,0,0,0,0,0,0,5573.4,5255.7,3341.5,2877.6,1758,644.1,163.1,128.6,20,64.5,90.9,20,No
316,6000,M,2,Soltero,23,0,0,0,0,0,0,4950.7,3328.2,3431.2,1727.7,1780.8,1934.6,197,200,61.8,80.9,200,61.6,Si
317,11000,F,2,Soltero,36,0,0,0,0,0,0,4781.9,4894.7,5033,5089.4,5217.5,5365.2,220,250,200,210,250,220,No
318,26000,F,3,Casado,53,1,-1,-1,-2,-2,-1,0,16.5,52.6,45.2,39.7,48.5,16.5,52.6,45.2,39.7,48.5,45.9,No
319,5000,F,3,Casado,46,3,2,2,0,0,0,4852.2,5095.5,2951.6,2974.2,2989.8,2488.3,375.4,0.1,107,103,86.3,65.4,No
320,18000,M,2,Soltero,29,1,-2,-2,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,0,0,No
321,11000,M,2,Soltero,29,1,2,2,0,0,0,5836.2,5659.8,5190.8,4864.7,4786.2,4796.9,250,0,200,200,185.4,200,Si
322,34000,F,1,Soltero,27,0,0,0,0,0,0,17218,18014,16628.1,15562.8,14564.5,10326.3,2110.5,546.1,500,584.9,273.2,5000,No
323,5000,M,2,Soltero,24,-1,0,0,0,0,0,139.9,244.1,386.5,747.6,838.4,808.5,107,150,366.6,247.7,130.6,100,No
324,23000,F,2,Casado,28,0,0,0,-2,-1,-1,2636.1,1882.6,110,210,76.7,617.3,171,110,100,76.7,617.3,100,Si
325,36000,F,2,Soltero,32,0,0,0,0,0,0,9302.9,9405.4,9183.4,9563.1,10012.3,10073.8,1000,700,1000,1000,1000,1000,No
326,21000,M,2,Soltero,43,1,-2,-1,0,0,0,0,0,3801.3,4055.5,4507.5,3705.6,0,3801.3,300,500,300,300,No
327,22000,F,2,Casado,41,-1,2,2,-1,2,-1,65,65,32.5,95,47.5,32.5,32.5,0,95,0,32.5,32.5,Si
328,6000,F,2,Casado,34,2,2,2,2,2,0,2489.8,2797.6,2723.3,3018.4,2956.6,3022.5,380,0,372,0,130,129.1,Si
329,34000,M,2,Casado,55,-2,-1,-1,-2,-2,-2,5039.6,4466.5,830,219,2459.9,741.6,4466.5,832.1,219,2459.9,741.6,7719.5,No
330,15000,M,1,Casado,40,2,2,2,2,2,2,9985.5,10258.6,10006.4,10497.5,10714.7,10942.8,520,0,810,400,420,420,No
331,20000,F,2,Casado,37,1,-1,2,-1,-1,-1,-17.9,50.5,18.9,677.3,2320.9,1689.3,100,0,690,2400,1700,250,Si
332,13000,F,2,Soltero,40,0,0,2,0,0,0,955.9,1239.4,1188.3,982.6,1016.7,1268.5,300,0,50,50,270,50,Si
333,6000,F,1,Soltero,28,1,2,0,0,0,0,1054,1023.2,1123.7,1142.7,2097.3,3185.7,0,148.3,67.3,1000,1154,700,No
334,40000,F,2,Casado,43,1,-2,-2,-2,-1,-1,0,0,0,0,160,7838.8,0,0,0,160,7838.8,0,No
335,2000,M,1,Soltero,27,0,0,0,0,0,0,2057.1,1908.9,1965.8,1945.3,1910.8,1886.8,132.3,160,83,70,67.4,37.6,No
336,19000,F,1,Soltero,28,0,0,0,0,0,0,14346.4,14694.3,15190.5,15353.8,15666.4,16036.1,579.5,740.8,564.5,575.3,637,586.5,No
337,26000,F,1,Soltero,30,0,0,0,0,0,0,15688.2,16024.6,15998.8,15811.4,15876.2,15910.8,1000,800,600,700,700,600,No
338,14000,F,2,Soltero,31,-2,-2,-2,-2,-2,-2,39,0,0,0,0,0,0,0,0,0,0,0,No
339,5000,F,2,Casado,31,0,0,0,0,0,0,4651.2,4771.6,4967.5,3092.9,3007.8,2917,197.4,440.6,106.1,107.3,104.6,104.7,Si
340,12000,F,1,Soltero,34,-1,-1,0,-1,-1,-1,88.2,653.1,631.3,110,133,83,690,503.7,110,133,380,203.7,No
341,24000,F,2,Soltero,30,-2,-2,-2,-2,-2,-2,9.2,9.2,9.2,0,9.2,0,9.2,9.2,0,9.2,0,188.3,No
342,5000,M,2,Soltero,36,0,0,0,0,-1,0,591.6,617.2,412.3,68,97.8,97.8,121.2,120,0,97.8,0,0,No
343,20000,F,1,Soltero,29,-1,2,-1,-1,-1,2,239.3,18.3,484.7,2018.3,2481.5,2424.8,0,487.2,2018.3,500,0,100,No
344,18000,M,1,Casado,39,0,0,-1,0,0,-1,27473.1,28171.3,24206.3,12229.5,-100.5,100.5,1100,14500,2600,0,10100.5,189.8,No
345,18000,O,1,Soltero,26,0,0,0,0,0,0,14540.3,13823.2,13055.3,10589.4,10824.8,10651.7,544,505.1,383.5,410.6,425,402.8,No
346,16000,F,1,Soltero,29,-1,-1,-2,-1,0,0,309.7,-70.7,-269.7,230.3,618.2,165.4,0,0,500,500,150,1300,No
347,10000,F,2,Soltero,26,-1,-1,-1,0,0,0,137,419.2,415.9,354.2,198,398,421,415.9,100,108,200,152.5,No
348,5000,F,2,Soltero,29,0,0,0,0,0,0,4708.1,4931.6,5040.9,4554.5,3996.3,4114.5,300,200,200,200,200,200,Si
349,14000,F,2,Soltero,31,0,0,0,0,0,0,13811.9,13795,14025.4,13967.9,14174.8,14217.4,660,650,510,530,600,500,No
350,3000,F,2,Soltero,26,0,0,0,0,0,0,1789.3,1901.2,2012.3,2022.2,2079.6,1984.4,141.1,152.2,62.1,79.5,71.5,100,Si
351,9000,M,1,Soltero,26,0,0,-1,0,0,-1,3912.8,2047.3,194,194,0,2310.1,154.1,420,0,0,2310.1,300,No
352,20000,M,1,Casado,36,1,-2,-1,-1,-2,-1,-1438.6,-1354.3,343.2,-368.4,0,138.6,1011.8,4701.5,0,400,10000,1000,No
353,38000,M,1,Soltero,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
354,8000,F,2,Soltero,43,0,0,0,0,0,0,7705.7,7810.2,5850.1,5104.2,1903.6,1941.4,317.7,260,300,169.1,69.5,88.2,No
355,5000,M,3,Casado,58,2,2,2,0,0,2,1589.9,1872,1812.2,1853,1908.9,1885.6,340,0,100,100.1,63.4,63.8,No
356,18000,M,2,Casado,45,-1,0,0,0,0,0,2767.9,2842.2,2965,2998.1,3041.9,3112.7,148.1,200,110,120,150,150,Si
357,24000,F,2,Soltero,26,0,0,0,0,0,0,14131.5,12894,12422.6,11313.3,11396.6,10336,634.9,583.4,387,400,382.5,352,No
358,38000,M,2,Soltero,34,0,0,0,0,0,0,19431.4,17920.6,19399.2,17467.5,17125.3,16912.1,901,3500,500,600,500,440,No
359,11000,F,4,Soltero,24,0,0,0,0,0,0,8375.5,7743.1,7904.4,8063.1,8233.3,8446.2,300,290,290,300,350,400,No
360,26000,M,1,Casado,34,-1,-1,-1,-1,-1,-1,4965.7,29.1,5105.8,235.1,3403.9,29.1,29.1,5105.8,3569.6,3403.9,29.1,29.1,No
361,50000,F,2,Soltero,23,4,3,2,0,0,0,50772.6,50922.9,49993.6,50550.7,48461.2,41964.3,1000,0,1400,1650,1600,1900,Si
362,32000,F,2,Soltero,30,0,0,0,0,0,0,7130.5,7115.1,7202.9,7284.9,7437.4,7461,258.9,256.8,257,266.1,278.1,250,No
363,5000,M,2,Soltero,32,4,3,2,0,0,0,4573.4,4474.1,4356.2,4403.9,4500.8,2577.5,0,0,126.2,135.8,127.5,159,No
364,11000,M,1,Casado,40,1,-2,-1,0,-1,-1,0,0,206.6,200,21.6,21.6,0,206.6,0,21.6,21.6,6.6,Si
365,23000,F,1,Soltero,35,-2,-2,-2,-2,-2,-2,76.1,30,39.9,66.5,57.6,61.3,30,39.9,66.5,57.6,61.3,52,No
366,33000,F,2,Casado,56,1,-1,-1,-2,-1,-1,-0.9,152,148.8,0,396.5,867.6,152.9,150.7,0,396.5,867.6,38.4,No
367,5000,F,2,Casado,61,0,0,0,0,0,0,4716.6,4939.6,5047.6,2331.9,2317.1,2477.4,300,223.7,97.5,100,200,103.9,No
368,1000,M,2,Soltero,24,-1,2,2,2,0,0,288.7,192.3,298.9,281.3,200.8,213.2,0,150,0,0,15,0,No
369,30000,M,1,Casado,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
370,2000,O,2,Casado,32,3,2,0,0,0,0,2063.1,2001,1970.3,1108.4,1091.8,1098.5,0,116.8,38.4,39,63.2,61.6,Si
371,18000,M,2,Casado,36,2,2,-2,-2,-2,-2,8353.8,0,0,0,0,0,0,0,0,0,0,0,Si
372,16000,M,1,Soltero,30,-1,-1,-1,-1,-1,-1,9.9,297.7,1508.6,857.8,1302.8,2171.2,297.7,1508.6,912.3,1302.8,2971.2,5000,No
373,9000,F,1,Soltero,34,0,0,0,2,2,2,3430.2,3508.9,4344.9,4245.1,4971.8,4876.7,164,900,0,800,0,200,No
